site,station,date,dtgw,longitude,latitude
3.12E+14,D-24-22 08DBA1 [PLS-LI],10/6/2020,7.93,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBC1 [PALUWS],10/6/2020,19.13,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],10/6/2020,18.48,-110.1221194,31.37070278
3.12E+14,D-23-22 33DCD2 [PALO DEEP],10/6/2020,16.57,-110.1103549,31.38010095
3.12E+14,D-23-22 22CBB2 [KOL-LO],10/6/2020,9.53,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB1 [KOL-LI],10/6/2020,9.82,-110.1044444,31.4147611
3.12E+14,D-23-22 33ABD02 [ULLRICH],10/6/2020,19.38,-110.110575,31.39218056
3.12E+14,D-23-22 22CBB3 [KOL-UP],10/6/2020,10.96,-110.1035833,31.4149361
3.13E+14,D-22-22 33BBC [HUN-UP],10/6/2020,28.49,-110.1194139,31.47880833
3.13E+14,D-23-22 09ACD2 [HERSUD],10/6/2020,17.5,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD2 [HER-LD],10/6/2020,6.07,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD3 [HERUES],10/6/2020,7.52,-110.1099389,31.454675
3.13E+14,D-23-22 04DCD1 [HER-LS],10/6/2020,5.76,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD4 [HERUED],10/6/2020,7.43,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],10/6/2020,17.26,-110.1109222,31.44523056
3.13E+14,D-22-22 28CAA2 [HUN-LO],10/6/2020,7.77,-110.1199667,31.48331944
3.13E+14,D-22-22 28CCD [HUN-SO],10/6/2020,8.45,-110.1186389,31.48143889
3.13E+14,D-22-22 17ACC1 [COT-LS],10/7/2020,4.48,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],10/7/2020,4.46,-110.1294444,31.5197222
3.13E+14,D-22-22 17BDD2 [COTUWD],10/7/2020,3.87,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC3 [COTBLM],10/7/2020,18.21,-110.1296389,31.5196
3.14E+14,D-21-21 13BAC1 [MOSWAS],10/7/2020,12.63,-110.1671056,31.61073889
3.14E+14,D-21-22 19CDB1 [CLRSUS],10/7/2020,17.24,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],10/7/2020,8.02,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB1 [MOSLNS],10/7/2020,4.7,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],10/7/2020,4.75,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB2 [CLRSUD],10/7/2020,16.31,-110.1497172,31.5857333
3.14E+14,D-21-21 02DDC [CHB-LI],10/8/2020,7.45,-110.1753944,31.62744444
3.14E+14,D-20-21 15DDB [BOQ-UP],10/8/2020,22.75,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC2 [BOQSUD],10/8/2020,13.25,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],10/8/2020,34.37,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],10/8/2020,29.57,-110.1805139,31.69561667
3.13E+14,D-22-22 06AAA5 [LSP-5],10/21/2020,6.31,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],10/21/2020,6.31,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA4 [LSP-4],10/21/2020,11.7,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],10/21/2020,6.16,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],10/21/2020,11.58,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],10/21/2020,11.11,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],1/15/2021,5.57,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA5 [LSP-5],1/15/2021,5.57,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA4 [LSP-4],1/15/2021,11.29,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA4 [LSP-4],1/15/2021,11.29,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],1/15/2021,11.17,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],1/15/2021,11.17,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],1/15/2021,10.64,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],1/15/2021,10.64,-110.1409118,31.5534288
3.12E+14,D-24-22 04ADD [PAL-SA],2/9/2021,33.71,-110.1064861,31.3739361
3.12E+14,D-23-22 33DCD2 [PALO DEEP],2/9/2021,16.21,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],2/9/2021,16.8,-110.110575,31.39218056
3.12E+14,D-24-22 04CBA4 [PAL-UD],2/10/2021,16.62,-110.1192944,31.36890556
3.12E+14,D-24-22 08DBA2 [PLS-LO],2/10/2021,11.85,-110.126375,31.35772778
3.12E+14,D-24-22 08DBA1 [PLS-LI],2/10/2021,7.64,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBC1 [PALUWS],2/10/2021,19.3,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],2/10/2021,18.56,-110.1221194,31.37070278
3.12E+14,D-23-22 22CBB2 [KOL-LO],2/10/2021,9.01,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB1 [KOL-LI],2/10/2021,9.37,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],2/10/2021,9.82,-110.1035833,31.4149361
3.13E+14,D-22-22 33BBC [HUN-UP],2/10/2021,26,-110.1194139,31.47880833
3.13E+14,D-23-22 09ACD2 [HERSUD],2/10/2021,16.34,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD2 [HER-LD],2/10/2021,0.84,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD3 [HERUES],2/10/2021,2.55,-110.1099389,31.454675
3.13E+14,D-23-22 04DCD1 [HER-LS],2/10/2021,0.53,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD4 [HERUED],2/10/2021,2.55,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],2/10/2021,16.06,-110.1109222,31.44523056
3.13E+14,D-22-22 28CAA2 [HUN-LO],2/10/2021,5.08,-110.1199667,31.48331944
3.13E+14,D-22-22 28CCD [HUN-SO],2/10/2021,5.41,-110.1186389,31.48143889
3.13E+14,D-22-22 17ACC1 [COT-LS],2/10/2021,2.97,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],2/10/2021,3.01,-110.1294444,31.5197222
3.13E+14,D-22-22 17BDD2 [COTUWD],2/10/2021,3.5,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC3 [COTBLM],2/10/2021,16.02,-110.1296389,31.5196
3.13E+14,D-22-22 06AAA1 [LSPLED],2/10/2021,4.35,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],2/10/2021,9.28,-110.1376583,31.5533111
3.14E+14,D-21-21 13BAC1 [MOSWAS],2/10/2021,11.5,-110.1671056,31.61073889
3.14E+14,D-21-22 19CDB1 [CLRSUS],2/10/2021,16.56,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],2/10/2021,7.28,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB1 [MOSLNS],2/10/2021,4.04,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],2/10/2021,4.11,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB2 [CLRSUD],2/10/2021,15.64,-110.1497172,31.5857333
3.13E+14,D-22-22 06ABD [LSP-6],2/11/2021,29.14,-110.1457194,31.554
3.14E+14,D-21-21 02DDC [CHB-LI],2/12/2021,6.42,-110.1753944,31.62744444
3.14E+14,D-20-21 15DDB [BOQ-UP],2/12/2021,21.88,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC2 [BOQSUD],2/12/2021,12.65,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],2/12/2021,33.74,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],2/12/2021,27.27,-110.1805139,31.69561667
3.14E+14,D-20-21 03CAB [FBK-LO],2/12/2021,15.43,-110.1924889,31.7216861
3.14E+14,D-20-21 03CBA [FBK-LI],2/12/2021,14.73,-110.1933028,31.72146944
3.12E+14,D-23-22 33DCD2 [PALO DEEP],4/6/2021,16.31,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],4/6/2021,19.96,-110.110575,31.39218056
3.13E+14,D-22-22 06ABD [LSP-6],4/6/2021,29.03,-110.1457194,31.554
3.14E+14,D-21-21 02DDC [CHB-LI],4/6/2021,6.15,-110.1753944,31.62744444
3.15E+14,D-19-21 28ACD [TOM-LI],4/6/2021,11.21,-110.2024111,31.75269444
3.14E+14,D-20-21 15DDB [BOQ-UP],4/6/2021,21.77,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC2 [BOQSUD],4/6/2021,12.52,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],4/6/2021,33.23,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],4/6/2021,27.06,-110.1805139,31.69561667
3.14E+14,D-20-21 03CAB [FBK-LO],4/6/2021,14.56,-110.1924889,31.7216861
3.14E+14,D-20-21 03CBA [FBK-LI],4/6/2021,13.14,-110.1933028,31.72146944
3.12E+14,D-24-22 04ADD [PAL-SA],4/7/2021,33.46,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBA4 [PAL-UD],4/7/2021,16.73,-110.1192944,31.36890556
3.12E+14,D-24-22 08DBA2 [PLS-LO],4/7/2021,11.91,-110.126375,31.35772778
3.12E+14,D-24-22 08DBA1 [PLS-LI],4/7/2021,7.7,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBC1 [PALUWS],4/7/2021,19.24,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],4/7/2021,18.67,-110.1221194,31.37070278
3.12E+14,D-23-22 22CBB2 [KOL-LO],4/7/2021,9.03,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB1 [KOL-LI],4/7/2021,9.4,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],4/7/2021,9.85,-110.1035833,31.4149361
3.13E+14,D-22-22 33BBC [HUN-UP],4/7/2021,25.18,-110.1194139,31.47880833
3.13E+14,D-23-22 09ACD2 [HERSUD],4/7/2021,16.28,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD2 [HER-LD],4/7/2021,1.01,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD3 [HERUES],4/7/2021,2.66,-110.1099389,31.454675
3.13E+14,D-23-22 04DCD1 [HER-LS],4/7/2021,0.68,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD4 [HERUED],4/7/2021,2.61,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],4/7/2021,16.04,-110.1109222,31.44523056
3.13E+14,D-22-22 28CAA2 [HUN-LO],4/7/2021,4.34,-110.1199667,31.48331944
3.13E+14,D-22-22 28CCD [HUN-SO],4/7/2021,4.84,-110.1186389,31.48143889
3.13E+14,D-22-22 17ACC1 [COT-LS],4/7/2021,2.75,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],4/7/2021,2.75,-110.1294444,31.5197222
3.13E+14,D-22-22 17BDD2 [COTUWD],4/7/2021,3.29,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC3 [COTBLM],4/7/2021,15.65,-110.1296389,31.5196
3.13E+14,D-22-22 06AAA1 [LSPLED],4/7/2021,4.33,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],4/7/2021,9.24,-110.1376583,31.5533111
3.13E+14,D-22-22 06ABD [LSP-6],4/8/2021,29.01,-110.1457194,31.554
3.14E+14,D-21-21 13BAC1 [MOSWAS],4/8/2021,11.13,-110.1671056,31.61073889
3.14E+14,D-21-22 19CDB1 [CLRSUS],4/8/2021,16.43,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAB4 [MOSLNW],4/8/2021,7.29,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB1 [MOSLNS],4/8/2021,4.13,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],4/8/2021,4.17,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB2 [CLRSUD],4/8/2021,15.52,-110.1497172,31.5857333
3.13E+14,D-22-22 06AAA5 [LSP-5],4/30/2021,5.51,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],4/30/2021,5.38,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],4/30/2021,11.3,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],4/30/2021,10.72,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],4/30/2021,10.73,-110.1409118,31.5534288
3.12E+14,D-24-22 04ADD [PAL-SA],6/28/2021,34.4,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBA4 [PAL-UD],6/28/2021,18.29,-110.1192944,31.36890556
3.12E+14,D-24-22 08DBA2 [PLS-LO],6/28/2021,13.03,-110.126375,31.35772778
3.12E+14,D-24-22 04CBA2 [PAL-LD],6/28/2021,9.44,-110.1187861,31.36905833
3.12E+14,D-24-22 08DBA1 [PLS-LI],6/28/2021,8.8,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBC1 [PALUWS],6/28/2021,19.76,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],6/28/2021,19.14,-110.1221194,31.37070278
3.12E+14,D-23-22 33DCD2 [PALO DEEP],6/28/2021,17.31,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],6/28/2021,21.39,-110.110575,31.39218056
3.13E+14,D-23-22 09ACD2 [HERSUD],6/28/2021,17.38,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD2 [HER-LD],6/28/2021,5.8,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD3 [HERUES],6/28/2021,7.34,-110.1099389,31.454675
3.13E+14,D-23-22 04DCD1 [HER-LS],6/28/2021,5.66,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD4 [HERUED],6/28/2021,7.26,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],6/28/2021,17.17,-110.1109222,31.44523056
3.13E+14,D-22-22 28CAA2 [HUN-LO],6/28/2021,7.48,-110.1199667,31.48331944
3.13E+14,D-22-22 28CCD [HUN-SO],6/28/2021,8.11,-110.1186389,31.48143889
3.13E+14,D-22-22 28CAA1 [HUN-LI],6/28/2021,6.03,-110.1186889,31.4832611
3.12E+14,D-23-22 22CBB2 [KOL-LO],6/29/2021,9.56,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB1 [KOL-LI],6/29/2021,9.85,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],6/29/2021,10.84,-110.1035833,31.4149361
3.13E+14,D-22-22 17ACC1 [COT-LS],6/29/2021,4.56,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],6/29/2021,4.36,-110.1294444,31.5197222
3.13E+14,D-22-22 17BDD2 [COTUWD],6/29/2021,3.92,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC3 [COTBLM],6/29/2021,18.05,-110.1296389,31.5196
3.13E+14,D-22-22 06AAA1 [LSPLED],6/29/2021,5.24,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],6/29/2021,10.21,-110.1376583,31.5533111
3.14E+14,D-21-22 19CDB1 [CLRSUS],6/29/2021,17.15,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAC1 [MOSWAS],6/29/2021,11.58,-110.1671056,31.61073889
3.14E+14,D-21-21 13BAB4 [MOSLNW],6/29/2021,7.85,-110.1676083,31.611775
3.14E+14,D-21-21 13BAB1 [MOSLNS],6/29/2021,4.64,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],6/29/2021,4.7,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB2 [CLRSUD],6/29/2021,16.23,-110.1497172,31.5857333
3.14E+14,D-20-21 15DDB [BOQ-UP],6/29/2021,22.76,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC2 [BOQSUD],6/29/2021,13.2,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],6/29/2021,34.28,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],6/29/2021,29.48,-110.1805139,31.69561667
3.14E+14,D-20-21 03CAB [FBK-LO],6/29/2021,17.23,-110.1924889,31.7216861
3.14E+14,D-20-21 03CBA [FBK-LI],6/29/2021,16.14,-110.1933028,31.72146944
3.13E+14,D-22-22 06ABD [LSP-6],6/30/2021,29.91,-110.1457194,31.554
3.14E+14,D-21-21 02DDC [CHB-LI],6/30/2021,7.53,-110.1753944,31.62744444
3.12E+14,D-24-22 04CBA3 [PAL-US],7/9/2021,17.42,-110.1192944,31.3689111
3.12E+14,D-24-22 04CBA1 [PAL-LS],7/9/2021,7.82,-110.1187806,31.36905556
3.13E+14,D-23-22 04DCA1 [HERUWS],7/9/2021,12.38,-110.1105194,31.45477778
3.13E+14,D-22-22 06AAB [LSPUWD],7/9/2021,10.98,-110.1419444,31.55444444
3.15E+14,D-19-21 21ACC2 [CONLID],7/9/2021,18.56,-110.2031917,31.7671111
3.14E+14,D-20-21 15DBD1 [BOQ-LI],7/9/2021,10.29,-110.1852472,31.69043056
3.15E+14,D-19-21 05AAA2 [STD-LO],7/9/2021,15.69,-110.2146139,31.81788333
3.15E+14,D-19-21 21ACC2 [CONLID],8/24/2021,4.31,-110.2031917,31.7671111
3.13E+14,D-22-22 06AAA5 [LSP-5],9/13/2021,5.11,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA4 [LSP-4],9/13/2021,10.76,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],9/13/2021,10.66,-110.1403562,31.5534288
3.12E+14,D-24-22 04ADD [PAL-SA],10/19/2021,32.63,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBA4 [PAL-UD],10/19/2021,16.08,-110.1192944,31.36890556
3.12E+14,D-24-22 08DBA2 [PLS-LO],10/19/2021,11.03,-110.126375,31.35772778
3.12E+14,D-24-22 04CBA2 [PAL-LD],10/19/2021,7.2,-110.1187861,31.36905833
3.12E+14,D-24-22 08DBA1 [PLS-LI],10/19/2021,6.83,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBC1 [PALUWS],10/19/2021,19.09,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],10/19/2021,18.31,-110.1221194,31.37070278
3.12E+14,D-23-22 22CBB2 [KOL-LO],10/19/2021,8.56,-110.1041667,31.41485833
3.12E+14,D-23-22 22CBB1 [KOL-LI],10/19/2021,8.92,-110.1044444,31.4147611
3.12E+14,D-23-22 22CBB3 [KOL-UP],10/19/2021,9.43,-110.1035833,31.4149361
3.13E+14,D-22-22 33BBC [HUN-UP],10/19/2021,25.53,-110.1194139,31.47880833
3.13E+14,D-23-22 09ACD2 [HERSUD],10/19/2021,15.56,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD2 [HER-LD],10/19/2021,3.55,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD3 [HERUES],10/19/2021,5.06,-110.1099389,31.454675
3.13E+14,D-23-22 04DCD1 [HER-LS],10/19/2021,3.28,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD4 [HERUED],10/19/2021,5.04,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],10/19/2021,15.39,-110.1109222,31.44523056
3.13E+14,D-22-22 28CAA2 [HUN-LO],10/19/2021,4.81,-110.1199667,31.48331944
3.13E+14,D-22-22 28CCD [HUN-SO],10/19/2021,5.26,-110.1186389,31.48143889
3.13E+14,D-22-22 17ACC1 [COT-LS],10/19/2021,2.66,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],10/19/2021,2.53,-110.1294444,31.5197222
3.13E+14,D-22-22 17BDD2 [COTUWD],10/19/2021,3.06,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC3 [COTBLM],10/19/2021,15.72,-110.1296389,31.5196
3.13E+14,D-22-22 28CAA1 [HUN-LI],10/19/2021,3.26,-110.1186889,31.4832611
3.14E+14,D-21-22 19CDB1 [CLRSUS],10/20/2021,16.69,-110.1500505,31.58576109
3.14E+14,D-21-22 19CDB2 [CLRSUD],10/20/2021,15.77,-110.1497172,31.5857333
3.13E+14,D-22-22 06ABD [LSP-6],10/21/2021,29.25,-110.1457194,31.554
3.13E+14,D-22-22 06AAA1 [LSPLED],10/21/2021,4.41,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],10/21/2021,9.46,-110.1376583,31.5533111
3.14E+14,D-21-21 13BAC1 [MOSWAS],10/21/2021,11.2,-110.1671056,31.61073889
3.14E+14,D-21-21 13BAB4 [MOSLNW],10/21/2021,7.55,-110.1676083,31.611775
3.14E+14,D-21-21 02DDC [CHB-LI],10/21/2021,6.42,-110.1753944,31.62744444
3.14E+14,D-21-21 13BAB1 [MOSLNS],10/21/2021,4.24,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],10/21/2021,4.28,-110.1674778,31.6118972
3.15E+14,D-19-21 28ACD [TOM-LI],10/21/2021,12.98,-110.2024111,31.75269444
3.14E+14,D-20-21 15DDB [BOQ-UP],10/21/2021,22.2,-110.1835389,31.69018056
3.14E+14,D-20-21 14BCC2 [BOQSUD],10/21/2021,12.83,-110.1805278,31.69558889
3.14E+14,D-20-21 10AAC2 [FBK-UP],10/21/2021,34.19,-110.1837167,31.713525
3.14E+14,D-20-21 14BCC1 [BOQSUS],10/21/2021,27.89,-110.1805139,31.69561667
3.14E+14,D-20-21 03CAB [FBK-LO],10/21/2021,15.34,-110.1924889,31.7216861
3.14E+14,D-20-21 03CBA [FBK-LI],10/21/2021,14.26,-110.1933028,31.72146944
3.12E+14,D-23-22 33DCD2 [PALO DEEP],10/22/2021,15.91,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],10/22/2021,18.73,-110.110575,31.39218056
3.13E+14,D-22-22 06AAA5 [LSP-5],10/27/2021,5.63,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],10/27/2021,5.46,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],10/27/2021,11.1,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],10/27/2021,10.58,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],10/27/2021,10.58,-110.1409118,31.5534288
3.12E+14,D-24-22 04CBA3 [PAL-US],12/14/2021,16.34,-110.1192944,31.3689111
3.13E+14,D-23-22 04DCA1 [HERUWS],12/14/2021,10.69,-110.1105194,31.45477778
3.13E+14,D-22-22 06AAB [LSPUWD],12/14/2021,10.19,-110.1419444,31.55444444
3.14E+14,D-20-21 15DBD1 [BOQ-LI],12/15/2021,9.77,-110.1852472,31.69043056
3.13E+14,D-23-22 04DCA1 [HERUWS],12/16/2021,10.69,-110.1105194,31.45477778
3.13E+14,D-22-22 06AAA5 [LSP-5],1/19/2022,5.32,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA4 [LSP-4],1/19/2022,10.89,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA7 [LSP-2],1/19/2022,5.09,-110.1409118,31.5534288
3.13E+14,D-22-22 06AAA6 [LSP-1],1/19/2022,10.84,-110.1403562,31.5534288
3.13E+14,D-22-22 06AAA3 [LSP-3],1/19/2022,10.25,-110.1409118,31.5534288
3.13E+14,D-22-22 06ABD [LSP-6],1/20/2022,28.98,-110.1457194,31.554
3.12E+14,D-24-22 04ADD [PAL-SA],2/1/2022,32.92,-110.1064861,31.3739361
3.12E+14,D-24-22 04CBA4 [PAL-UD],2/1/2022,15.83,-110.1192944,31.36890556
3.12E+14,D-24-22 08DBA2 [PLS-LO],2/1/2022,11.1,-110.126375,31.35772778
3.12E+14,D-24-22 04CBA2 [PAL-LD],2/1/2022,6.96,-110.1187861,31.36905833
3.12E+14,D-24-22 08DBA1 [PLS-LI],2/1/2022,6.91,-110.1260028,31.3575222
3.12E+14,D-24-22 04CBC1 [PALUWS],2/1/2022,18.97,-110.1221389,31.3707
3.12E+14,D-24-22 04CBC2 [PALUWD],2/1/2022,18.18,-110.1221194,31.37070278
3.12E+14,D-23-22 33DCD2 [PALO DEEP],2/1/2022,15.8,-110.1103549,31.38010095
3.12E+14,D-23-22 33ABD02 [ULLRICH],2/1/2022,17.79,-110.110575,31.39218056
3.13E+14,D-22-22 33BBC [HUN-UP],2/1/2022,25.39,-110.1194139,31.47880833
3.13E+14,D-23-22 04DCA1 [HERUWS],2/1/2022,10.54,-110.1105194,31.45477778
3.13E+14,D-23-22 09ACD2 [HERSUD],2/1/2022,15.05,-110.1109278,31.4451861
3.13E+14,D-23-22 04DCD2 [HER-LD],2/1/2022,2.81,-110.1096972,31.45453333
3.13E+14,D-23-22 04DCD3 [HERUES],2/1/2022,4.31,-110.1099389,31.454675
3.13E+14,D-23-22 04DCD1 [HER-LS],2/1/2022,2.49,-110.1097,31.45451944
3.13E+14,D-23-22 04DCD4 [HERUED],2/1/2022,4.35,-110.1099306,31.4546722
3.13E+14,D-23-22 09ACD1 [HERSUS],2/1/2022,14.87,-110.1109222,31.44523056
3.13E+14,D-22-22 28CAA2 [HUN-LO],2/1/2022,4.46,-110.1199667,31.48331944
3.13E+14,D-22-22 28CCD [HUN-SO],2/1/2022,5.07,-110.1186389,31.48143889
3.13E+14,D-22-22 17ACC1 [COT-LS],2/1/2022,2.11,-110.1294444,31.5197222
3.13E+14,D-22-22 17ACC2 [COT-LD],2/1/2022,2.15,-110.1294444,31.5197222
3.13E+14,D-22-22 17BDD2 [COTUWD],2/1/2022,2.92,-110.1317528,31.51913889
3.13E+14,D-22-22 17ACC3 [COTBLM],2/1/2022,15.01,-110.1296389,31.5196
3.13E+14,D-22-22 28CAA1 [HUN-LI],2/1/2022,2.88,-110.1186889,31.4832611
3.12E+14,D-24-22 04CBA3 [PAL-US],2/2/2022,15.99,-110.1192944,31.3689111
3.13E+14,D-22-22 06ABD [LSP-6],2/2/2022,28.86,-110.1457194,31.554
3.13E+14,D-22-22 17ACC3 [COTBLM],2/2/2022,15.03,-110.1296389,31.5196
3.13E+14,D-22-22 06AAA1 [LSPLED],2/2/2022,3.95,-110.1386111,31.55305556
3.13E+14,D-22-22 05BBD2 [LSPUED],2/2/2022,9.04,-110.1376583,31.5533111
3.14E+14,D-21-22 19CDB1 [CLRSUS],2/2/2022,16.29,-110.1500505,31.58576109
3.14E+14,D-21-21 13BAC1 [MOSWAS],2/2/2022,10.83,-110.1671056,31.61073889
3.14E+14,D-21-21 13BAB4 [MOSLNW],2/2/2022,7.22,-110.1676083,31.611775
3.14E+14,D-21-21 02DDC [CHB-LI],2/2/2022,6.19,-110.1753944,31.62744444
3.14E+14,D-21-21 13BAB1 [MOSLNS],2/2/2022,4.03,-110.1674778,31.6119
3.14E+14,D-21-21 13BAB2 [MOSLND],2/2/2022,4.08,-110.1674778,31.6118972
3.14E+14,D-21-22 19CDB2 [CLRSUD],2/2/2022,15.37,-110.1497172,31.5857333
